所有故事词汇汇总（按首次出现的故事顺序排列）

序号,词汇,中文释义,首次出现故事编号,首次出现故事名称,出现总次数
2214,"exceptional","卓越的",95,"异地相思_距离之美",1
2215,"everlasting","永恒的",95,"异地相思_距离之美",1
2216,"examination","考验",95,"异地相思_距离之美",1
2217,"lamp","灯",96,"商业女王_从零开始",1
2218,"fabulous","极好的",96,"商业女王_从零开始",3
2219,"filter","渗透",96,"商业女王_从零开始",3
2220,"furniture","家具",96,"商业女王_从零开始",1
2221,"file","文件",96,"商业女王_从零开始",1
2222,"finance","财务",96,"商业女王_从零开始",1
2223,"find","找到",96,"商业女王_从零开始",1
2224,"father","父亲",96,"商业女王_从零开始",1
2225,"farmer","农民",96,"商业女王_从零开始",1
2226,"feed","喂养",96,"商业女王_从零开始",1
2227,"fantasy","幻想",96,"商业女王_从零开始",2
2228,"feeble","微弱的",96,"商业女王_从零开始",1
2229,"festive","欢乐的",96,"商业女王_从零开始",1
2230,"finite","有限的",96,"商业女王_从零开始",1
2231,"faithful","忠诚的",96,"商业女王_从零开始",2
2232,"fearless","无畏的",96,"商业女王_从零开始",3
2233,"feverish","发烧的",96,"商业女王_从零开始",1
2234,"fancy","喜欢",96,"商业女王_从零开始",1
2235,"fetch","取来",96,"商业女王_从零开始",1
2236,"fill","填写",96,"商业女王_从零开始",1
2237,"factor","因素",96,"商业女王_从零开始",1
2238,"fine","仔细的",96,"商业女王_从零开始",2
2239,"fatigue","疲劳",96,"商业女王_从零开始",1
2240,"facility","设施",96,"商业女王_从零开始",1
2241,"facilitate","促进",96,"商业女王_从零开始",1
2242,"fasten","固定",96,"商业女王_从零开始",2
2243,"facade","表面",96,"商业女王_从零开始",1
2244,"fiber","纤维",96,"商业女王_从零开始",1
2245,"flee","逃离",96,"商业女王_从零开始",2
2246,"fix","确定",96,"商业女王_从零开始",1
2247,"fatal","致命的",96,"商业女王_从零开始",1
2248,"farming","务农",96,"商业女王_从零开始",1
2249,"fishing","捕鱼",96,"商业女王_从零开始",1
2250,"falters","摇晃",96,"商业女王_从零开始",1
2251,"fearful","恐惧的",96,"商业女王_从零开始",1
2252,"fantastic","极好的",96,"商业女王_从零开始",2
2253,"federal","联邦的",96,"商业女王_从零开始",1
2254,"fictitious","虚构的",96,"商业女王_从零开始",1
2255,"feat","功绩",96,"商业女王_从零开始",2
2256,"fifteenth","第十五",96,"商业女王_从零开始",1
2257,"fiercely","激烈地",96,"商业女王_从零开始",2
2258,"fervor","热情",96,"商业女王_从零开始",2
2259,"hard","努力",96,"商业女王_从零开始",1
2260,"feast","宴请",96,"商业女王_从零开始",3
2261,"fee","费用",96,"商业女王_从零开始",1
2262,"foster","培养",96,"商业女王_从零开始",2
2263,"execution","执行力",96,"商业女王_从零开始",1
2264,"faculty","全体教员",96,"商业女王_从零开始",1
2265,"male","男性",96,"商业女王_从零开始",1
2266,"fellowship","友谊",96,"商业女王_从零开始",2
2267,"fit","适合",96,"商业女王_从零开始",2
2268,"fleet","舰队",96,"商业女王_从零开始",1
2269,"float","漂浮",96,"商业女王_从零开始",1
2270,"fertilizing","施肥",96,"商业女王_从零开始",1
2271,"fertile","肥沃的",96,"商业女王_从零开始",1
2272,"flourish","繁荣",96,"商业女王_从零开始",4
2273,"fable","寓言",96,"商业女王_从零开始",3
2274,"fascination","着迷",96,"商业女王_从零开始",1
2275,"flat","平坦的",96,"商业女王_从零开始",1
2276,"falsehood","谎言",96,"商业女王_从零开始",2
2277,"facet","方面",96,"商业女王_从零开始",1
2278,"flexibility","灵活性",96,"商业女王_从零开始",1
2279,"faced","面对",96,"商业女王_从零开始",1
2280,"fairness","公平",96,"商业女王_从零开始",1
2281,"federation","联盟",96,"商业女王_从零开始",1
2282,"fan","粉丝",96,"商业女王_从零开始",1
2283,"fulfillment","满足",96,"商业女王_从零开始",1
2284,"fell","倒下",96,"商业女王_从零开始",1
2285,"feather","羽毛",96,"商业女王_从零开始",1
2286,"few","少数",96,"商业女王_从零开始",1
2287,"famine","饥饿",96,"商业女王_从零开始",2
2288,"fertilize","施肥",96,"商业女王_从零开始",2
2289,"faction","派别",96,"商业女王_从零开始",1
2290,"fateful","命运攸关的",96,"商业女王_从零开始",1
2291,"further","进一步",96,"商业女王_从零开始",1
2292,"hand","手",96,"商业女王_从零开始",1
2293,"road","道路",96,"商业女王_从零开始",1
2294,"spirit","精神",96,"商业女王_从零开始",1
2295,"tall","高的",96,"商业女王_从零开始",1
2296,"flashing","闪烁的",96,"商业女王_从零开始",1
2297,"knows","知道",96,"商业女王_从零开始",1
2298,"say","说",96,"商业女王_从零开始",1
2299,"every","每个",96,"商业女王_从零开始",1
2300,"idea","想法",96,"商业女王_从零开始",1
2301,"glass","玻璃",97,"冰山融化_真爱降临",1
2302,"global","全球的",97,"冰山融化_真爱降临",3
2303,"globe","世界",97,"冰山融化_真爱降临",1
2304,"govern","管理",97,"冰山融化_真爱降临",1
2305,"geometry","几何",97,"冰山融化_真爱降临",1
2306,"garage","车库",97,"冰山融化_真爱降临",1
2307,"glimmer","闪烁",97,"冰山融化_真爱降临",2
2308,"gallon","加仑",97,"冰山融化_真爱降临",1
2309,"gender","性别",97,"冰山融化_真爱降临",1
2310,"garbage","垃圾",97,"冰山融化_真爱降临",1
2311,"glow","发光",97,"冰山融化_真爱降临",4
2312,"golden","金色的",97,"冰山融化_真爱降临",1
2313,"garment","服装",97,"冰山融化_真爱降临",1
2314,"grace","优雅",97,"冰山融化_真爱降临",1
2315,"gracious","亲切的",97,"冰山融化_真爱降临",1
2316,"geology","地质学",97,"冰山融化_真爱降临",2
2317,"gauge","测量",97,"冰山融化_真爱降临",1
2318,"gesture","手势",97,"冰山融化_真爱降临",1
2319,"giggle","咯咯笑",97,"冰山融化_真爱降临",1
2320,"gifted","有天赋的",97,"冰山融化_真爱降临",1
2321,"gateway","通道",97,"冰山融化_真爱降临",1
2322,"glacier","冰川",97,"冰山融化_真爱降临",5
2323,"gasp","喘息",97,"冰山融化_真爱降临",3
2324,"generate","产生",97,"冰山融化_真爱降临",1
2325,"generalize","概括",97,"冰山融化_真爱降临",1
2326,"glitter","闪耀",97,"冰山融化_真爱降临",2
2327,"gain","获得",97,"冰山融化_真爱降临",1
2328,"graph","图表",97,"冰山融化_真爱降临",1
2329,"gospel","好消息",97,"冰山融化_真爱降临",1
2330,"guess","猜测",97,"冰山融化_真爱降临",1
2331,"gracefully","优雅地",97,"冰山融化_真爱降临",1
2332,"gleam","闪烁",97,"冰山融化_真爱降临",3
2333,"golf","高尔夫",97,"冰山融化_真爱降临",1
2334,"good","好的",97,"冰山融化_真爱降临",1
2335,"gallop","疾驰",97,"冰山融化_真爱降临",1
2336,"gear","齿轮",97,"冰山融化_真爱降临",1
2337,"gang","一群",97,"冰山融化_真爱降临",2
2338,"genre","类型",97,"冰山融化_真爱降临",1
2339,"genetic","基因",97,"冰山融化_真爱降临",1
2340,"glide","滑行",97,"冰山融化_真爱降临",1
2341,"grade","等级",97,"冰山融化_真爱降临",2
2342,"grant","授予",97,"冰山融化_真爱降临",1
2343,"garden","花园",97,"冰山融化_真爱降临",3
2344,"garlic","大蒜",97,"冰山融化_真爱降临",1
2345,"startled","惊吓",97,"冰山融化_真爱降临",1
2346,"grateful","感激的",97,"冰山融化_真爱降临",1
2347,"gloom","忧郁",97,"冰山融化_真爱降临",3
2348,"gale","大风",97,"冰山融化_真爱降临",2
2349,"grip","紧握",97,"冰山融化_真爱降临",2
2350,"gentleman","绅士",97,"冰山融化_真爱降临",1
2351,"gym","健身房",97,"冰山融化_真爱降临",1
2352,"gigantic","巨大的",97,"冰山融化_真爱降临",1
2353,"generously","慷慨地",97,"冰山融化_真爱降临",1
2354,"goods","货物",97,"冰山融化_真爱降临",1
2355,"gold","黄金",97,"冰山融化_真爱降临",3
2356,"grab","抓住",97,"冰山融化_真爱降临",1
2357,"glimpse","一瞥",97,"冰山融化_真爱降临",1
2358,"glove","手套",97,"冰山融化_真爱降临",1
2359,"gosling","小鹅",97,"冰山融化_真爱降临",1
2360,"gulf","海湾",97,"冰山融化_真爱降临",2
2361,"gorge","峡谷",97,"冰山融化_真爱降临",1
2362,"graze","吃草",97,"冰山融化_真爱降临",1
2363,"greenhouse","温室",97,"冰山融化_真爱降临",1
2364,"gratify","使满足",97,"冰山融化_真爱降临",2
2365,"ginger","生姜",97,"冰山融化_真爱降临",1
2366,"geography","地理",97,"冰山融化_真爱降临",1
2367,"ghost","幽灵",97,"冰山融化_真爱降临",1
2368,"given","如果",97,"冰山融化_真爱降临",2
2369,"come","来临",97,"冰山融化_真爱降临",1
2370,"gorgeous","美丽的",97,"冰山融化_真爱降临",1
2371,"harness","利用",98,"团队协作_共同成长",5
2372,"heal","治愈",98,"团队协作_共同成长",3
2373,"hero","英雄",98,"团队协作_共同成长",4
2374,"heroically","英勇地",98,"团队协作_共同成长",2
2375,"helpful","有用的",98,"团队协作_共同成长",2
2376,"honorable","可敬的",98,"团队协作_共同成长",4
2377,"hypothetical","假设的",98,"团队协作_共同成长",1
2378,"successfully","成功地",98,"团队协作_共同成长",1
2379,"hypothesis","假设",98,"团队协作_共同成长",1
2380,"hurdle","障碍",98,"团队协作_共同成长",6
2381,"harvest","收获",98,"团队协作_共同成长",1
2382,"heroic","英勇的",98,"团队协作_共同成长",1
2383,"literary","文学的",99,"图书馆邂逅_书缘情缘",3
2384,"reading","阅读",99,"图书馆邂逅_书缘情缘",6
2385,"enthusiast","爱好者",99,"图书馆邂逅_书缘情缘",1
2386,"learned","有学问的",99,"图书馆邂逅_书缘情缘",1
2387,"lightning","闪电",99,"图书馆邂逅_书缘情缘",1
2388,"scholar","学者",99,"图书馆邂逅_书缘情缘",1
2389,"interpretation","诠释",99,"图书馆邂逅_书缘情缘",1
2390,"polish","润色",100,"甜蜜告白_心动季节",1
2391,"deepen","加深",100,"甜蜜告白_心动季节",1
2392,"select","选择",100,"甜蜜告白_心动季节",1
2393,"develop","发展",100,"甜蜜告白_心动季节",1
2394,"enrich","丰富",100,"甜蜜告白_心动季节",1
2395,"melody","旋律",100,"甜蜜告白_心动季节",1
2396,"eternity","永恒",100,"甜蜜告白_心动季节",1
2397,"symbol","象征",100,"甜蜜告白_心动季节",1

统计信息
总词汇数,2397个
生成时间,2026/7/14 23:51:44
